,train_accuracy,validation_accuracy,train_loss,validation_loss,human_error,avoidable_bias,variance
0,0.5495000009735426,0.5819999977946282,0.6851598173379898,0.6691692799329758,0.005,0.4454999990264574,-0.03249999682108562
1,0.6386666727562745,0.7020000010728836,0.6360355752209822,0.573755407333374,0.005,0.35633332724372546,-0.0633333283166091
2,0.7025000030795733,0.7340000003576279,0.5731611259281635,0.5459170743823052,0.005,0.2924999969204267,-0.03149999727805464
3,0.7463333328564962,0.7120000004768372,0.5129545288781325,0.5557734102010727,0.005,0.24866666714350383,0.034333332379658965
4,0.7741666619976362,0.7379999995231629,0.4721815973520279,0.5286046400666237,0.005,0.22083333800236382,0.03616666247447331
5,0.7896666641036669,0.7270000040531158,0.44123632411162056,0.511149837076664,0.005,0.20533333589633307,0.0626666600505511
6,0.8314999942978223,0.8109999924898148,0.3797530777752399,0.4152665093541145,0.005,0.1635000057021777,0.020500001808007484
7,0.846333327392737,0.8059999972581864,0.35258245194951693,0.4425920218229294,0.005,0.14866667260726296,0.04033333013455065
8,0.8723333264390628,0.8129999905824661,0.2930021997541189,0.41907901018857957,0.005,0.12266667356093719,0.059333335856596725
9,0.8983333289623261,0.8219999969005585,0.2394709799438715,0.4293315827846527,0.005,0.0966666710376739,0.07633333206176762
10,0.9254999960462252,0.825999990105629,0.18821164760738612,0.4377304889261723,0.005,0.06950000395377476,0.09950000594059627
11,0.9449999983112017,0.8029999911785126,0.1376281482167542,0.5095626369118691,0.005,0.050000001688798264,0.14200000713268912
12,0.9611666639645894,0.824999988079071,0.10844488625104229,0.5653586864471436,0.005,0.03383333603541062,0.13616667588551834
13,0.9763333355387052,0.8219999969005585,0.06500684508743386,0.6978667736053467,0.005,0.01866666446129484,0.1543333386381467
14,0.9830000013113022,0.8239999890327454,0.04756414523581043,0.80993193089962,0.005,0.011999998688697836,0.15900001227855676
15,0.9808333357175191,0.8169999957084656,0.0516024035285227,0.8035273388028145,0.005,0.014166664282480926,0.16383334000905347
16,0.9846666693687439,0.818999993801117,0.040491499268682674,0.8567953526973724,0.005,0.01033333063125608,0.16566667556762693
17,0.9910000026226043,0.8199999988079071,0.02527549997806394,0.8938187949359417,0.005,0.003999997377395652,0.17100000381469727
18,0.9920000031590461,0.810999995470047,0.022106552126691287,1.0686639577150345,0.005,0.002999996840953871,0.18100000768899915
19,0.974000000456969,0.8189999878406524,0.07061113428111034,0.9464180111885071,0.005,0.020999999543031004,0.15500001261631657
20,0.9948333367705345,0.818999993801117,0.01671059083698007,1.1112138956785202,0.005,0.0001666632294654623,0.17583334296941755
21,0.9876666694879532,0.8169999897480011,0.04232929726009994,1.0163703575730323,0.005,0.0073333305120467695,0.1706666797399521
22,0.9926666696866353,0.8009999930858612,0.019515846399978425,1.0855641543865204,0.005,0.002333330313364694,0.19166667660077408
23,0.9940000037352245,0.8069999933242797,0.020003221859466673,1.1329486563801765,0.005,0.0009999962647755422,0.18700001041094472
24,0.9960000028212865,0.8230000019073487,0.012543377772029391,1.118185792863369,0.005,-0.0010000028212865343,0.17300000091393786
25,0.9986666679382324,0.8239999890327454,0.006357937173136937,1.260388844460249,0.005,-0.003666667938232444,0.17466667890548704
26,0.9901666710774104,0.803999987244606,0.028670280323512997,1.0473357297480106,0.005,0.00483332892258959,0.18616668383280444
27,0.9891666700442632,0.8009999960660934,0.03153149680971789,1.058985559642315,0.005,0.0058333299557368256,0.18816667397816977
28,0.9916666706403097,0.8119999945163727,0.02374498889506261,1.1815188437700272,0.005,0.0033333293596903334,0.17966667612393694
29,0.9963333363334338,0.8009999960660934,0.013489227110646122,1.290825641155243,0.005,-0.0013333363334337945,0.1953333402673404
30,0.9945000037550926,0.8259999930858613,0.013198595243132634,1.086488264799118,0.005,0.000499996244907379,0.16850001066923137
31,1.0,0.8300000011920929,0.0010961073857894614,1.1871137216687202,0.005,-0.005,0.16999999880790706
32,1.0,0.8269999921321869,0.0002862506971041512,1.2431911408901215,0.005,-0.005,0.1730000078678131
33,1.0,0.8229999959468841,0.0001630215824017493,1.2624310940504073,0.005,-0.005,0.1770000040531159
34,1.0,0.8259999841451645,9.585298941487963e-05,1.271991667151451,0.005,-0.005,0.1740000158548355
35,1.0,0.8239999949932099,7.494600444033495e-05,1.2826290249824523,0.005,-0.005,0.17600000500679014
36,1.0,0.8259999930858613,6.247729418191738e-05,1.2916408769786358,0.005,-0.005,0.17400000691413875
37,1.0,0.8259999960660934,5.227735533139821e-05,1.301593515276909,0.005,-0.005,0.17400000393390658
38,1.0,0.8259999960660934,4.485246194955531e-05,1.3102446898818016,0.005,-0.005,0.17400000393390658
39,1.0,0.8269999951124192,3.895310133733195e-05,1.317642869055271,0.005,-0.005,0.17300000488758083
40,1.0,0.8269999861717224,3.3806544530534664e-05,1.3306687623262405,0.005,-0.005,0.17300001382827757
41,1.0,0.8299999922513962,2.194960402448487e-05,1.4800968766212463,0.005,-0.005,0.1700000077486038
42,1.0,0.8279999911785125,1.3037939016887397e-05,1.530727806687355,0.005,-0.005,0.17200000882148747
43,1.0,0.8339999943971634,9.75943259824419e-06,1.5030010640621185,0.005,-0.005,0.16600000560283656
44,1.0,0.835999995470047,6.808558431714573e-06,1.5574060901999474,0.005,-0.005,0.164000004529953
45,1.0,0.8349999904632568,5.550159513016221e-06,1.5400726169347763,0.005,-0.005,0.1650000095367432
46,1.0,0.8339999943971634,4.7508259700161185e-06,1.5591231852769851,0.005,-0.005,0.16600000560283656
47,1.0,0.835999995470047,4.25797479455999e-06,1.5673637956380844,0.005,-0.005,0.164000004529953
48,1.0,0.8360000014305115,3.662559185831545e-06,1.5727958135306834,0.005,-0.005,0.16399999856948855
49,1.0,0.8369999974966049,3.2930608208895744e-06,1.568292686343193,0.005,-0.005,0.16300000250339508
50,1.0,0.8339999973773956,2.853445016744634e-06,1.5672087997198105,0.005,-0.005,0.1660000026226044
51,1.0,0.8369999974966049,2.6893571656453713e-06,1.5641439020633698,0.005,-0.005,0.16300000250339508
52,1.0,0.835999995470047,2.387420832405951e-06,1.573189342021942,0.005,-0.005,0.164000004529953
53,1.0,0.838999992609024,2.210064573541596e-06,1.5721595525741576,0.005,-0.005,0.16100000739097597
54,1.0,0.8399999976158142,2.0147037022392547e-06,1.5802709013223648,0.005,-0.005,0.16000000238418577
55,1.0,0.8399999916553498,1.9511678830260354e-06,1.578941884636879,0.005,-0.005,0.16000000834465022
56,1.0,0.8369999945163726,1.8592364644594758e-06,1.5794749110937119,0.005,-0.005,0.16300000548362736
57,1.0,0.8399999916553498,1.68613000788298e-06,1.5845299869775773,0.005,-0.005,0.16000000834465022
58,1.0,0.8349999964237214,1.5310555185739835e-06,1.5811335772275925,0.005,-0.005,0.16500000357627864
59,1.0,0.8399999916553498,1.4713540891146218e-06,1.5928408086299897,0.005,-0.005,0.16000000834465022
60,1.0,0.8369999974966049,1.3862511912302958e-06,1.5869772911071778,0.005,-0.005,0.16300000250339508
61,1.0,0.8369999885559082,1.300064089448938e-06,1.5928097784519195,0.005,-0.005,0.16300001144409182
