,train_accuracy,validation_accuracy,train_loss,validation_loss,human_error,avoidable_bias,variance
0,0.58316667030255,0.6420000091195106,0.6695882057150205,0.6243982493877411,0.005,0.41183332969745,-0.05883333881696062
1,0.6916666691501935,0.7230000019073486,0.5785338262716929,0.5453148514032364,0.005,0.3033333308498065,-0.03133333275715511
2,0.7518333315849304,0.7569999933242798,0.5046874704460304,0.5116887405514717,0.005,0.24316666841506962,-0.005166661739349432
3,0.7775000000993411,0.7829999983310699,0.46884573896725973,0.4817568689584732,0.005,0.21749999990065894,-0.005499998231728864
4,0.7958333278695743,0.8059999912977218,0.4298302687704563,0.4403586208820343,0.005,0.19916667213042571,-0.010166663428147538
5,0.8343333298961322,0.8119999885559082,0.3675471047560374,0.4423704043030739,0.005,0.16066667010386781,0.022333341340224022
6,0.8623333290219307,0.8099999964237213,0.3224196338405212,0.45122978240251543,0.005,0.13266667097806928,0.05233333259820938
7,0.8878333265582721,0.809999993443489,0.27171426030496754,0.4544934406876564,0.005,0.10716667344172792,0.07783333311478302
8,0.916333332657814,0.8140000015497207,0.19950560567279657,0.42831958904862405,0.005,0.07866666734218597,0.10233333110809328
9,0.9426666657129924,0.8179999947547912,0.14260918010647097,0.530328668653965,0.005,0.0523333342870076,0.12466667095820116
10,0.9598333328962326,0.8129999935626984,0.1054766846820712,0.6695508513599634,0.005,0.035166667103767375,0.14683333933353426
11,0.9758333370089531,0.8159999996423721,0.06279361017514021,0.8227669268846511,0.005,0.01916666299104686,0.159833337366581
12,0.9821666697661082,0.8179999887943268,0.05140620506135747,0.7744908943772316,0.005,0.012833330233891774,0.16416668097178144
13,0.9885000050067901,0.813999992609024,0.03583475674483149,0.8606341525912284,0.005,0.006499994993209861,0.17450001239776614
14,0.9865000049273173,0.8299999922513962,0.040378728799987586,0.8763463214039803,0.005,0.008499995072682735,0.15650001267592106
15,0.9938333377242088,0.8119999915361404,0.01947993417707039,0.8790785282850265,0.005,0.0011666622757912125,0.18183334618806835
16,0.9858333359162013,0.7909999936819077,0.04172770993318409,1.1926549285650254,0.005,0.00916666408379874,0.1948333422342936
17,0.9941666702429454,0.80799999833107,0.021458301492384636,1.1147431597113608,0.005,0.0008333297570546393,0.18616667191187541
18,0.9908333366115888,0.8029999971389771,0.026923823737888597,1.0962992891669274,0.005,0.004166663388411211,0.18783333947261172
19,0.9880000020066897,0.8259999930858613,0.03125672167079756,0.8825801983475685,0.005,0.006999997993310307,0.16200000892082844
20,0.99266666918993,0.8069999992847443,0.023090553830843418,0.9611633092164993,0.005,0.0023333308100700377,0.18566666990518566
21,0.9976666683952014,0.8259999930858613,0.008607157921748392,1.016258677840233,0.005,-0.0026666683952013505,0.1716666753093401
22,0.9998333334922791,0.8129999905824661,0.0009906109044398666,1.1536139696836472,0.005,-0.004833333492279097,0.18683334290981302
23,0.9955000018080076,0.7949999958276749,0.009706352411012632,1.1329563498497008,0.005,-0.0005000018080075731,0.20050000598033269
24,0.9878333369890849,0.8089999943971634,0.03371156107217151,1.0266712337732316,0.005,0.0071666630109150685,0.17883334259192152
25,0.9973333358764649,0.8209999978542328,0.008399140478650225,1.152159258723259,0.005,-0.0023333358764648883,0.17633333802223206
26,0.9996666669845581,0.8209999948740005,0.0017109861593477642,1.2594709396362305,0.005,-0.004666666984558083,0.17866667211055753
27,0.9998333334922791,0.8209999978542328,0.0007420291011120147,1.2887852787971497,0.005,-0.004833333492279097,0.17883333563804626
28,1.0,0.8199999958276749,0.00011627133890594148,1.310216909646988,0.005,-0.005,0.1800000041723251
29,1.0,0.8199999958276749,8.398686960996808e-05,1.3259037226438521,0.005,-0.005,0.1800000041723251
