,train_accuracy,validation_accuracy,train_loss,validation_loss,human_error,avoidable_bias,variance
0,0.523000001758337,0.6320000052452087,0.6936662042140961,0.6783995127677918,0.005,0.47199999824166294,-0.10900000348687167
1,0.5954999992251396,0.6530000001192093,0.6654595386981964,0.6360032737255097,0.005,0.39950000077486036,-0.0575000008940697
2,0.6530000001192093,0.6750000023841858,0.6193550568819046,0.6038596498966217,0.005,0.34199999988079066,-0.022000002264976448
3,0.6944999992847443,0.6730000019073487,0.575998078584671,0.5991530489921569,0.005,0.30050000071525573,0.021499997377395608
4,0.7174999985098839,0.7029999989271164,0.5479365015029907,0.5770350486040116,0.005,0.2775000014901161,0.014499999582767487
5,0.7265000009536743,0.6679999971389771,0.5238000085949898,0.6129223638772965,0.005,0.2684999990463257,0.05850000381469722
6,0.7510000047087669,0.7130000019073486,0.4982110461592674,0.5688527202606202,0.005,0.24399999529123306,0.03800000280141835
7,0.7770000004768371,0.7199999964237214,0.46666956394910813,0.5576369363069534,0.005,0.21799999952316285,0.05700000405311578
8,0.7930000007152558,0.7330000007152557,0.43804566383361815,0.537407945394516,0.005,0.2019999992847442,0.06000000000000005
9,0.8100000011920929,0.7410000002384186,0.4129137696325779,0.539731598496437,0.005,0.18499999880790707,0.06900000095367431
10,0.8200000029802322,0.7339999973773956,0.39554595097899437,0.5393170335888863,0.005,0.17499999701976776,0.0860000056028366
11,0.8295000004768371,0.7330000030994416,0.3704043026268482,0.5603593289852142,0.005,0.16549999952316286,0.09649999737739556
12,0.8494999992847443,0.7450000011920929,0.34682906299829486,0.5260078731179237,0.005,0.1455000007152557,0.10449999809265142
13,0.8664999961853027,0.7559999978542328,0.32215886160731316,0.5257750058174133,0.005,0.12850000381469728,0.11049999833106994
14,0.8719999980926514,0.765,0.30320173665881156,0.5235571852326393,0.005,0.12300000190734861,0.10699999809265137
15,0.8909999942779541,0.7190000033378601,0.2781145387887955,0.6565594503283501,0.005,0.10400000572204593,0.171999990940094
16,0.8949999934434891,0.739000004529953,0.25309450149536133,0.6296774435043335,0.005,0.10000000655651087,0.15599998891353617
17,0.9124999940395355,0.7730000030994415,0.23440412141382694,0.5494210427999496,0.005,0.08250000596046447,0.13949999094009402
18,0.9129999947547912,0.7410000032186508,0.21735782586038113,0.6338737121224404,0.005,0.08200000524520878,0.17199999153614043
19,0.930999990105629,0.7530000019073486,0.18884013783186673,0.6105326074361801,0.005,0.06400000989437105,0.17799998819828033
20,0.9379999947547912,0.759000004529953,0.17492664769291877,0.6171754491329193,0.005,0.05700000524520877,0.17899999022483826
21,0.9514999949932098,0.77700000166893,0.14925437107682227,0.617373183965683,0.005,0.043500005006790195,0.1744999933242798
22,0.9569999915361405,0.7630000042915345,0.1358153527788818,0.6377622571587562,0.005,0.03800000846385954,0.193999987244606
23,0.9624999940395356,0.76,0.12211449025198817,0.6864977264404297,0.005,0.032500005960464436,0.20249999403953556
24,0.9684999960660935,0.7619999980926514,0.10593905629590154,0.6980389615893364,0.005,0.026500003933906505,0.2064999979734421
25,0.9789999955892563,0.7619999992847443,0.08470294760540127,0.6955168080329895,0.005,0.016000004410743677,0.21699999630451206
26,0.9794999969005584,0.762000002861023,0.07142869925126433,0.8037369531393052,0.005,0.015500003099441554,0.21749999403953546
27,0.9829999977350234,0.7390000033378601,0.0655901362001896,0.9399740251898766,0.005,0.012000002264976554,0.24399999439716336
28,0.9854999971389771,0.7569999980926514,0.05062107483623549,0.8260633669793606,0.005,0.00950000286102293,0.22849999904632567
29,0.9924999982118606,0.7460000002384186,0.04220263471826911,1.022501750588417,0.005,0.0025000017881393654,0.24649999797344202
30,0.9879999977350234,0.7490000033378601,0.040097216200083496,0.8713148081302643,0.005,0.00700000226497655,0.23899999439716335
31,0.9904999989271164,0.7419999992847442,0.040902028223499656,1.0026249930262565,0.005,0.004500001072883624,0.24849999964237213
32,0.9869999992847442,0.7630000030994415,0.041900337672559546,0.96440465092659,0.005,0.008000000715255754,0.22399999618530275
33,0.9919999992847442,0.7490000021457672,0.026448965469608083,1.1187408727407455,0.005,0.0030000007152557505,0.24299999713897702
34,0.996499999165535,0.7530000007152557,0.01990187600546051,1.1010252165794372,0.005,-0.001499999165535,0.24349999845027925
35,0.9949999994039536,0.7660000038146972,0.02232586718571838,1.0566918705403805,0.005,5.960464387680386e-10,0.22899999558925632
36,0.9949999988079071,0.7590000033378601,0.018813713096315042,1.0899587565660476,0.005,1.1920928731992686e-09,0.23599999547004702
37,0.9944999998807907,0.755,0.01663031042786315,1.1345430544018746,0.005,0.0005000001192092584,0.23949999988079074
38,0.9969999992847443,0.7510000061988831,0.012161285040783697,1.1768582290410996,0.005,-0.001999999284744254,0.24599999308586118
39,0.9954999995231628,0.765,0.015300442003353964,1.1651331838965415,0.005,-0.0004999995231628153,0.2304999995231628
40,0.9969999998807907,0.7660000038146972,0.01330974874610547,1.2106835013628006,0.005,-0.0019999998807906883,0.23099999606609345
41,0.9959999990463256,0.7590000033378601,0.012214934719668235,1.2723863410949707,0.005,-0.0009999990463256348,0.23699999570846553
42,0.9984999996423721,0.7600000023841857,0.00981320907943882,1.296989484615624,0.005,-0.003499999642372127,0.23849999725818638
43,0.9939999991655349,0.75700000166893,0.013013744818235863,1.2928242313861846,0.005,0.0010000008344650578,0.23699999749660494
44,0.9969999998807907,0.7560000038146972,0.011779865199423511,1.3741382652521132,0.005,-0.0019999998807906883,0.24099999606609346
45,0.9969999998807907,0.7530000042915345,0.01055678073214949,1.323698979318142,0.005,-0.0019999998807906883,0.24399999558925622
46,0.9969999992847443,0.7549999976158142,0.006939430502534379,1.4283012545108795,0.005,-0.001999999284744254,0.2420000016689301
